S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,sm_surface
0.07865,0.13085,0.2919,0.34685,0.364,0.058569,0.363805,0.164334,0.095281,2019,1,0.070138
0.1024,0.143,0.2416,0.2705,0.2755,0.293006,0.349326,0.386066,0.357136,2019,1,0.114067
0.22255,0.24035,0.2468,0.2593,0.2752,0.060136,0.343359,0.181095,0.10668,2019,1,0.093092
0.13405,0.1662,0.24655,0.27705,0.293,0.037256,0.375149,0.1256,0.059463,2019,1,0.093481
0.2526,0.279,0.2986,0.31245,0.3304,0.215553,0.285884,0.334518,0.300308,2019,1,0.074193
0.11255,0.1627,0.27965,0.31925,0.3428,0.078795,0.451723,0.153953,0.086179,2019,1,0.090525
0.108,0.1416,0.2112,0.2281,0.2275,0.095089,0.325649,0.213023,0.156868,2019,1,0.116354
0.2065,0.23415,0.2514,0.26875,0.28775,0.53216,0.562176,0.490415,0.413016,2019,1,0.082584
0.18025,0.2101,0.23885,0.25865,0.27725,0.355761,0.411985,0.318086,0.308984,2019,1,0.087441
0.2176,0.2392,0.24925,0.2602,0.27235,0.250354,0.295715,0.358704,0.33559,2019,1,0.088623
0.144,0.17775,0.21465,0.2351,0.25365,0.053605,0.30512,0.172254,0.103243,2019,1,0.066197
0.08865,0.13525,0.25435,0.30215,0.318,0.042633,0.338244,0.124115,0.066764,2019,1,0.085976
0.2758,0.2961,0.2985,0.3089,0.3178,0.22603,0.296581,0.352778,0.320795,2019,1,0.089997
0.1783,0.2106,0.25,0.2722,0.2901,0.230416,0.276121,0.345201,0.317303,2019,1,0.072438
